Type,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
Red,Añada Roble 2016,Spain,Binissalem-Mallorca,Bodegas José L. Ferrer,3.7,235,7.36,2016
Red,The Black Shiraz 2018,Australia,Riverina,Richland,3.6,235,12.52,2018
Red,Blooms Field Pinot Noir 2015,United States,Sta. Rita Hills,Domaine de la Côte,4.3,235,59,2015
Red,Rubizzo Toscana 2016,Italy,Toscana,Rocca delle Macìe,3.6,235,8.19,2016
Red,Cornas Les Arènes 2016,France,Cornas,M. Chapoutier,4,235,45.29,2016
Red,Diamond Label Shiraz 2018,Australia,South Australia,Rosemount,3.2,235,9.4,2018
Red,Pinot Nero 2013,Italy,Südtirol - Alto Adige,Ferruccio Carlotto,4,235,22.37,2013
Red,Susumaniello Salento 2016,Italy,Salento,Vallone,3.7,235,8.8,2016
Red,Moser Family Cabernet Sauvignon 摩塞尔家族赤霞珠 2016,China,Ningxia,Château Changyu Moser XV 张裕摩塞尔十五世酒庄,2.9,235,35,2016
Red,La Groletta Valpolicella Ripasso 2017,Italy,Valpolicella Ripasso,Corte Giara,4,2350,11.49,2017
Red,Pater Sangiovese 2017,Italy,Toscana,Frescobaldi,3.5,236,10.69,2017
Red,Pessac-Léognan 2016,France,Pessac-Léognan,Château Ferran,3.9,236,19.95,2016
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Chauvin,3.8,236,44.95,2010
Red,Lalande-de-Pomerol 2015,France,Lalande-de-Pomerol,Château Les Vieux Ormes,3.8,236,23.34,2015
Red,Caladessa Tinto 2015,Portugal,Alentejo,Herdade da Calada,3.7,236,11.7,2015
Red,Nero d'Avola 2016,Italy,Terre Siciliane,Itinera,3.4,236,4.95,2016
Red,Moulis-en-Médoc 2014,France,Médoc,Château Mauvesin Barton,3.8,236,23.23,2014
Red,Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Rozier,3.9,236,16.36,2016
Red,Eleanor Red Wine 2013,United States,California,Francis Ford Coppola,4.2,236,64.21,2013
Red,Anaperenna 2015,Australia,Barossa Valley,Glaetzer,4.4,236,47.69,2015
Red,Roquers de Porrera 2013,Spain,Priorat,L'Encastell,4.2,236,41.71,2013
Red,Pinotage 2017,South Africa,Stellenbosch,Aaldering,4.1,237,22.9,2017
Red,Fleur de Clinet Pomerol 2013,France,Pomerol,Château Clinet,3.8,237,32.07,2013
Red,Rosso Piceno Superiore 2016,Italy,Rosso Piceno,DeAngelis (De Angelis),3.7,237,8.33,2016
Red,Légende (R) Bordeaux Rouge 2017,France,Bordeaux,Barons de Rothschild (Lafite),3.8,237,9.9,2017
Red,Purgatori Costers del Segre 2016,Spain,Costers del Segre,Torres,4.1,237,35.99,2016
Red,Valpolicella Ripasso 2018,Italy,Valpolicella Ripasso,Bertani,3.8,237,12.95,2018
Red,Alicante Bouschet 2014,Portugal,Alentejano,Herdade do Rocim,4,237,14.62,2014
Red,Labyrinth Cabernet Sauvignon 2016,South Africa,Stellenbosch,Simonsig,3.8,237,12.18,2016
Red,Colheita Seleccionada Tinto 2017,Portugal,Dão,Cabriz,3.6,237,7.27,2017
Red,Merlot 2016,United States,California,Gnarly Head,3.6,237,12.25,2016
Red,Mount Edelstone Shiraz 2013,Australia,Eden Valley,Henschke,4.3,237,169,2013
Red,Spätburgunder 2016,Germany,Baden,Salwey,3.6,237,8.9,2016
Red,Reserva Real 2011,Spain,Penedès,Torres,3.9,237,99,2011
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château La Tour Figeac,4.3,237,96.95,2005
Red,Cabernet Sauvignon 2017,United States,California,Dark Horse,3.6,2376,7.96,2017
Red,Tinto 2018,Spain,Rioja,Luis Cañas,3.4,238,5.49,2018
Red,Barolo Cerretta 2010,Italy,Barolo,Ettore Germano,4.1,238,51.41,2010
Red,Valdepeñas Reserva 2013,Spain,Valdepeñas,Pata Negra,3.5,238,6.68,2013
Red,Reserva 2013,Spain,Navarra,Bodegas Piedemonte,3.5,238,9.5,2013
Red,Veneto Alzero Cabernet 2007,Italy,Veneto,Quintarelli Giuseppe,4.6,238,349,2007
Red,Estate Cabernet Franc - Tannat (Varietales) 2016,Uruguay,Maldonado,Bodega Garzón,3.8,238,14.29,2016
Red,Shiraz 2017,Australia,Murray Darling,Deakin Estate,3.4,238,9.23,2017
Red,Three 2016,South Africa,Constantia,Constantia Glen,4,238,16.47,2016
Red,Rufo Douro Tinto 2017,Portugal,Douro,Vale D. Maria,3.7,238,9.25,2017
Red,Barón de Chirel Rioja Reserva 2013,Spain,Rioja,Marqués de Riscal,4.4,238,72.75,2013
Red,Señorío de Cuzcurrita Rioja 2015,Spain,Rioja,Castillo de Cuzcurrita,4.1,238,21.93,2015
Red,Cabernet Sauvignon 2017,South Africa,Coastal Region,Lievland Vineyards,3.6,2380,12.99,2017
Red,Allomi Cabernet Sauvignon 2017,United States,Napa Valley,The Hess Collection,4.2,2381,25.5,2017
Red,Big Game Malbec 2018,Argentina,Mendoza,Big Game,3.8,239,9.95,2018
Red,Limited Edition Syrah 2011,Chile,Maipo Valley,Viña Maipo,4,239,25.13,2011
Red,Serego Alighieri Possessioni Rosso del Veronese 2016,Italy,Rosso Veronese,Masi,3.6,239,11.44,2016
Red,Broquel Cabernet Sauvignon 2017,Argentina,Maipu,Trapiche,3.6,239,10.5,2017
Red,Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Rosarubra,4.1,239,17.5,2016
Red,Poggio alle Mura Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Banfi,3.7,239,14.9,2015
Red,Le Cèdre 2014,France,Cahors,Château du Cèdre,4,239,36,2014
Red,Shiraz - Mourvedre 2016,Australia,Central Victoria,MWC,3.8,239,9.5,2016
Red,5 Finques (Fincas) Reserva 2015,Spain,Empordà,Castillo Perelada,4,2390,13.45,2015
Red,Sassicaia 2005,Italy,Bolgheri Sassicaia,Tenuta San Guido,4.6,2397,564.4,2005
Red,Poggio al Leone Morellino di Scansano Riserva 2013,Italy,Morellino di Scansano,Val delle Rose,3.9,240,24.57,2013
Red,Bordeaux 2016,France,Bordeaux,Sirius,3.3,240,8.9,2016
Red,Les Hauts du Tertre Margaux 2014,France,Margaux,Château du Tertre,3.8,240,26.9,2014
Red,Post Scriptum (de Chryseia) Douro 2018,Portugal,Douro,Prats & Symington (P+S),4.2,240,19.5,2018
Red,Shiraz - Mataro 2018,Australia,South Eastern Australia,Banrock Station,3.5,240,5.79,2018
Red,Châteauneuf-du-Pape Vieilles Vignes 2010,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.4,240,189,2010
Red,Nebbiolo Gavarini Langhe 2014,Italy,Langhe,Elio Grasso,3.5,240,24.59,2014
Red,Rouge (Gaston Hochar) 2012,Lebanon,Bekaa Valley,Château Musar,4.3,2403,33.63,2012
Red,The Velvet Devil Merlot 2016,United States,Columbia Valley,Charles Smith,3.6,2403,13.16,2016
Red,Bordeaux 2017,France,Bordeaux,Château Malbec,3.8,241,10.75,2017
Red,Nirvasco Barolo 2015,Italy,Barolo,Bersano,3.8,241,34.99,2015
Red,La Felisa 2018,Spain,Ribera del Duero,Emilio Moro,4.2,241,24.85,2018
Red,El Chaparral de Vega Sindoa Old Vines Garnacha 2017,Spain,Navarra,Bodegas Nekeas,3.9,241,11,2017
Red,Salice Salentino Riserva 2016,Italy,Salice Salentino,Epicuro,3.8,241,6.45,2016
Red,Cannubi Barolo 2013,Italy,Barolo,Luigi Einaudi,4.2,241,63.26,2013
Red,El Terroir 2014,Spain,Navarra,Domaines Lupier,3.9,241,18.5,2014
Red,Les Christins Vacqueyras 2015,France,Vacqueyras,Famille Perrin,3.8,241,17,2015
Red,Malbec 2018,France,Vin de France,HornHead,3.8,241,8.19,2018
Red,Brolio Chianti Classico 2015,Italy,Chianti Classico,Ricasoli,3.7,2410,36,2015
Red,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Lynch-Moussas,4.2,242,44.95,2016
Red,Zweigelt vom Haus 2017,Austria,Niederösterreich,Weingut R&A Pfaffl,3.8,242,8.69,2017
Red,Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Moncaro,3.2,242,6,2017
Red,Les Christins Vacqueyras 2017,France,Vacqueyras,Famille Perrin,3.9,242,15.9,2017
Red,Agostino Petri Chianti Classico Riserva 2016,Italy,Chianti Classico,Vicchiomaggio,4.1,242,19.4,2016
Red,Cipressi Nizza 2017,Italy,Barbera d'Asti,Michele Chiarlo,3.9,242,15.11,2017
Red,Haut-Médoc 2015,France,Haut-Médoc,Château du Moulin Rouge,3.7,242,16.73,2015
Red,Barolo Percristina 2007,Italy,Barolo,Domenico Clerico,4.4,242,106.7,2007
Red,Canoe Ridge Estate Cabernet Sauvignon 2015,United States,Horse Heaven Hills,Chateau Ste. Michelle,3.9,242,28.99,2015
Red,Saint-Julien (Grand Cru Classé) 2013,France,Saint-Julien,Château Ducru-Beaucaillou,4.2,242,101.5,2013
Red,Syrah 2017,Chile,Aconcagua Valley,Arboleda,3.8,242,18.41,2017
Red,Pinot Noir 2014,United States,Santa Lucia Highlands,Gallo Signature Series,3.8,242,40.26,2014
Red,Syrah L'Appel des Sereines 2017,France,Vin de France,Francois Villard,3.8,242,11.9,2017
Red,Castello della Sala Pinot Nero 2016,Italy,Umbria,Antinori,4.2,242,56,2016
Red,Vigneti La Selvanella Chianti Classico Riserva 2014,Italy,Chianti Classico,Melini,3.9,242,13.95,2014
Red,Grande Passolo Rosso 2016,Italy,Salento,Rocca,3.5,243,6.72,2016
Red,Durif 2017,Australia,Riverina,Three Bridges,4,243,25.45,2017
Red,Chianti 2016,Italy,Chianti,Monte Guelfo,3.2,243,6.97,2016
Red,Signature Shiraz 2018,South Africa,Western Cape,Spier,3.5,243,6.5,2018
Red,Baccanera 2016,Italy,Langhe,Lo Zoccolaio,4,243,11.6,2016
Red,Mirto 2014,Spain,Rioja,Ramón Bilbao,4.3,243,37.3,2014
Red,Single Vineyard Tempranillo 2018,Spain,La Mancha,Allegranza,3.3,243,5.72,2018
Red,Gran Selección Valdepeñas 2017,Spain,Valdepeñas,Viña Albali,3.5,243,5.99,2017
Red,Ribera del Duero 14 Meses en Barrica 2015,Spain,Ribera del Duero,Monteabellon,3.9,243,32,2015
Red,Puro Corte 2017,Argentina,Mendoza,Dieter Meier,3.8,243,16.95,2017
Red,Marlborough Pinot Noir 2016,New Zealand,Marlborough,Wild Rock,3.7,243,22.5,2016
Red,Cirò Classico Rosso 2016,Italy,Cirò,Librandi,3.4,243,5.14,2016
Red,La Gioia Toscana 2013,Italy,Toscana,Riecine,4.3,243,44.9,2013
Red,Châteauneuf-du-Pape Cuvée Anonyme Rouge 2016,France,Châteauneuf-du-Pape,Xavier Vignon,4,243,39.95,2016
Red,Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Gianni Brunelli,4.3,243,67.3,2013
Red,Aliotto Toscana 2016,Italy,Toscana,Tenuta Podernovo,3.4,243,9.99,2016
Red,Carmenère 2017,Chile,Peumo,Marques de Casa Concha,4.1,2433,15.9,2017
Red,The Blend 2014,Chile,Colchagua Valley,Primus,3.8,2434,14.9,2014
Red,Valdepeñas Gran Reserva 2010,Spain,Valdepeñas,Pata Negra,3.6,2439,6.3,2010
Red,Rosso di Montalcino 2016,Italy,Rosso di Montalcino,Siro Pacenti,4,244,27.5,2016
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Canon-La-Gaffelière,4.2,244,70.19,2013
Red,Alto Tajamar Syrah 2009,Chile,Maipo Valley,Viña Maipo,4.3,244,79.34,2009
Red,Tinto 2015,Portugal,Bairrada,Vadio,3.8,244,13.9,2015
Red,Toscana Rosso 2016,Italy,Toscana,Collazzi,4.2,244,38.02,2016
Red,Barbaresco 2014,Italy,Barbaresco,Ceretto,3.9,244,43.6,2014
Red,Merlot 2017,South Africa,Paarl,Backsberg,3.6,244,10.25,2017
Red,Reserva 2012,Spain,Ribera del Duero,Protos,4.1,2443,25.9,2012
Red,Alta Colección Malbec Mendoza 2019,Argentina,Mendoza,Bodega Piedra Negra,4,245,8.99,2019
Red,Eight Songs Shiraz 2014,Australia,Barossa,Peter Lehmann,4.1,245,33.59,2014
Red,Dominus (Christian Moueix) 2016,United States,Napa Valley,Dominus,4.5,245,355.8,2016
Red,Writer's Block Pinotage 2017,South Africa,Western Cape,Flagstone,4.4,245,21.63,2017
Red,Lezèr 2019,Italy,Vigneti delle Dolomiti,Foradori,3.9,245,13.8,2019
Red,Oak Aged Red Blend 2014,Spain,Navarra,Pago de Cirsus,3.7,245,12.66,2014
Red,d'Arry's Original Shiraz - Grenache 2016,Australia,McLaren Vale,d'Arenberg,3.7,245,14.63,2016
Red,Pomerol 2005,France,Pomerol,Château Petit-Village,4.2,245,94.95,2005
Red,Côtes-du-Rhône Réserve Rouge 2017,France,Côtes-du-Rhône,Famille Perrin,3.7,2455,8.9,2017
Red,Old Vines Grenache - Shiraz - Mourvedre 2017,Australia,Barossa Valley,Torbreck,4,246,17.79,2017
Red,Tom Cullity Cabernet Sauvignon - Malbec 2014,Australia,Margaret River,Vasse Felix,4.2,246,115,2014
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Chauvin,4,246,49.95,2005
Red,Mas La Plana Cabernet Sauvignon 2002,Spain,Penedès,Torres,4.3,246,46.29,2002
Red,Pinotage 2018,South Africa,Stellenbosch,Neethlingshof Estate,4,246,10.23,2018
Red,Kai Carmenère 2011,Chile,Aconcagua Valley,Errazuriz,4.4,246,121.75,2011
Red,Amarone della Valpolicella 2013,Italy,Amarone della Valpolicella,Costa Arente,4.5,246,62.88,2013
Red,Equinox Red (Organic) 2017,United States,California,Bonterra,3.6,246,16.95,2017
Red,Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2016,France,Châteauneuf-du-Pape,Château de Nalys,4.1,246,34.02,2016
Red,Haut-Médoc 2011,France,Haut-Médoc,Château Saint-Ahon,3.9,246,16.47,2011
Red,Rioja Gran Reserva Sélección Especial 2001,Spain,Rioja,Montecillo,4,246,63.05,2001
Red,Aruma Malbec 2016,Argentina,Mendoza,Caro (Catena and Rothschild),3.6,2461,10.91,2016
Red,La Montesa 2013,Spain,Rioja,Palacios Remondo,3.7,2468,13.95,2013
Red,Reserva 2011,Spain,Rioja,Hacienda el Ternero,3.9,247,22.9,2011
Red,Paolo e Carlo Malvasia Nera 66 Sessantasei Limited Edition 2015,Italy,Veneto,Conte di Campiano,4.1,247,7.9,2015
Red,Spätburgunder 2017,Germany,Ahr,Meyer - Näkel,3.7,247,14.5,2017
Red,Lagrein Riserva Gries 2017,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.1,247,18.5,2017
Red,Swinto Old Vine Malbec 2013,Argentina,Lujan de Cuyo,Belasco de Baquedano,4.2,247,31.57,2013
Red,Grandes Quintas Colheita Tinto 2016,Portugal,Douro,Casa d'Arrochella,3.6,247,8.29,2016
Red,Chianti Classico 2014,Italy,Chianti Classico,Castello di Uzzano,3.7,247,17.29,2014
Red,Hermitage Monier de la Sizeranne 2014,France,Hermitage,M. Chapoutier,4.1,247,83.16,2014
Red,Periquita Tinto (Original) 2017,Portugal,Península de Setúbal,José Maria da Fonseca,3.6,2479,11.89,2017
Red,Estay Prieto Picudo 2015,Spain,Bierzo,Dominio Dostares,3.5,248,12.59,2015
Red,Bourgogne Pinot Noir (La Vignée) 2018,France,Bourgogne,Bouchard Père & Fils,3.6,248,16.39,2018
Red,Pomerol 2015,France,Pomerol,Château La Cabanne,3.9,248,47.77,2015
Red,Thalarn 2015,Spain,Costers del Segre,Castell d'Encus,4,248,37.95,2015
Red,Prugneto Sangiovese di Romagna (Superiore) 2018,Italy,Sangiovese di Romagna,Poderi dal Nespoli,3.6,248,8.97,2018
Red,Haut-Médoc 2012,France,Haut-Médoc,Château Victoria,3.8,248,15.2,2012
Red,Barolo Percristina 2006,Italy,Barolo,Domenico Clerico,4.5,248,111.55,2006
Red,Dolcetto d’Alba dei Grassi 2016,Italy,Dolcetto d'Alba,Elio Grasso,3.7,248,17.79,2016
Red,Reserve Pinot Noir 2018,Argentina,Tupungato,Domaine Bousquet,4,248,10.42,2018
Red,Susumaniello 2016,Italy,Salento,Conte di Campiano,4,248,7.85,2016
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.1,249,79.34,2000
Red,Barolo Rocche dell’Annunziata 2010,Italy,Barolo,Aurelio Settimo,4,249,45.69,2010
Red,Haut-Médoc 2014,France,Haut-Médoc,Château Peyre-Lebade,4,249,22.09,2014
Red,Acusp 2016,Spain,Costers del Segre,Castell d'Encus,4.1,249,38.95,2016
Red,Coma Vella Priorat 2014,Spain,Priorat,Mas d'en Gil,4.2,249,29.47,2014
Red,Rioja Gran Reserva 2012,Spain,Rioja,Viña Real,3.9,249,23.7,2012
Red,Pinotage 2017,South Africa,Stellenbosch,Delheim,3.8,249,13.99,2017
Red,Quest 2014,Spain,Costers del Segre,Castell d'Encus,4.2,249,37.95,2014
Red,Châteauneuf-du-Pape Chaupin 2015,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.2,249,55,2015
Red,Rossofuoco Barbera d'Asti 2019,Italy,Barbera d'Asti,Vite Colte,3.8,25,8.95,2019
Red,Chinon 2017,France,Chinon,Paul Buisse,3.2,25,8.68,2017
Red,Cuvée Benedict Red 2012,Slovenia,Štajerska,Dveri Pax,3.1,25,8.5,2012
Red,Sperber Pinot Noir 2013,Germany,Baden,Salwey,3.9,25,35.74,2013
Red,Campidello Amarone della Valpolicella 2011,Italy,Amarone della Valpolicella,Marco Mosconi,4.2,25,56.05,2011
Red,Kumarod Rot 2017,Austria,Burgenland,Schwarz,3.7,25,14.06,2017
Red,Pescorosso Aglianico 2014,Italy,Puglia,Coppadoro,3.9,25,9.65,2014
Red,Lagrein 2018,Italy,Südtirol - Alto Adige,Kettmeir,3.7,25,12.99,2018
Red,Reserva Tinto 2017,Portugal,Douro,Feuerheerd's,4,25,9.74,2017
Red,Zinfandel 2017,United States,Mendocino County,Hess Select,3.9,25,14.06,2017
Red,St. Laurent 2017,Austria,Thermenregion,Johanneshof Reinisch,3.9,25,14.47,2017
Red,Ikonia Montepulciano d'Abruzzo 2014,Italy,Montepulciano d'Abruzzo,Feudi Bizantini,3.6,25,9.5,2014
Red,10 Barricas 2015,Spain,Cádiz,Finca Moncloa,4.3,25,37.6,2015
Red,Bolgheri Superiore 2016,Italy,Bolgheri Superiore,Tenuta le Colonne,4.1,25,37.5,2016
Red,Cabernet Sauvignon 2018,Italy,Trentino,Conti d'Arco,3.9,25,8.59,2018
Red,Reserve Cabernet Sauvignon Mendoza 2017,Argentina,Mendoza,Bodega Piedra Negra,3.8,25,12.5,2017
Red,Petravia Puglia 2017,Italy,Puglia,Masseria Altemura,3.4,25,10.9,2017
Red,Meredith Estate Pinot Noir 2017,United States,Russian River Valley,Merry Edwards,4.1,25,112.16,2017
Red,Côtes-du-Rhône RS Rouge 2018,France,Côtes-du-Rhône,LePlan-Vermeersch,3.7,25,7.65,2018
Red,Schieferboden Spätburgunder Trocken 2018,Germany,Ahr,Weingut Nelles 1479,4.1,25,11.89,2018
Red,Tamante Umbria 2017,Italy,Umbria,Bigi,3.6,25,5.99,2017
Red,Lampante Montefalco Rosso Riserva 2016,Italy,Montefalco,Tenuta Castelbuono,3.8,25,19.39,2016
Red,St. Magdalener Classico 2018,Italy,Südtirol - Alto Adige,Franz Gojer,3.5,25,12.5,2018
Red,Föllig Blaufränkisch 2015,Austria,Neusiedlersee-Hügelland,Esterházy,3.2,25,26.27,2015
Red,Jamais Content Pic Saint-Loup 2016,France,Pic-Saint-Loup,Mortiès,4.2,25,25.9,2016
Red,Promised Land Shiraz 2018,Australia,South Australia,Taylors / Wakefield,3.7,25,7.63,2018
Red,Barolo Bricco Rocche 2015,Italy,Barolo,Ceretto,4.6,25,184.23,2015
Red,Bordeaux Supérieur 2005,France,Bordeaux Supérieur,Château Le Pin Beausoleil,4.1,25,27.95,2005
Red,Masca 2016,Italy,Maremma Toscana,Roccapesta,3.7,25,11.9,2016
Red,Since 1974 Primitivo di Manduria Limited Platinum Edition 2016,Italy,Primitivo di Manduria,Emera,4.7,25,53.35,2016
Red,Solar de Libano Crianza 2016,Spain,Rioja,Bodegas Castillo de Sajazarra,3.7,25,10.5,2016
Red,Camy Madiran 2014,France,Madiran,Domaine Laougue,3.5,25,12.57,2014
Red,Romitorio di Santedame Toscana 2015,Italy,Toscana,Ruffino,4,25,94.24,2015
Red,Voyeur Tinto 2018,Portugal,Douro,Niepoort,3.7,25,24.73,2018
Red,Barolo 2016,Italy,Barolo,Ceretto,4.2,25,48.64,2016
Red,Merlot 2015,South Africa,Stellenbosch,Drostdy-Hof,3.3,25,6.4,2015
Red,Crianza 2017,Spain,Rioja,Hacienda Grimon,3.6,25,11.95,2017
Red,Toscana Grifi 2016,Italy,Toscana,Avignonesi,4.1,25,42.79,2016
Red,Primo Primitivo di Manduria Riserva 2016,Italy,Primitivo di Manduria,Masseria La Volpe,4,25,11.98,2016
Red,Cuvée Bérengère Merlot - Cabernet 2018,France,Languedoc,Regismont,3.3,25,6.12,2018
Red,Bisaccione 2016,Italy,Marche,Conti di Buscareto,3.8,25,12.62,2016
Red,Badia a Passignano Gran Selezione Chianti Classico 2017,Italy,Chianti Classico,Antinori,3.8,25,39.85,2017
Red,Spätburgunder 2015,Germany,Burkheim,Weingut Bercher,3.4,25,11.65,2015
Red,Cal Y Canto Full Red 2018,Spain,La Mancha,Isidro Milagro,3.1,25,3.7,2018
Red,Edición Fábulas Tempranillo 2016,Spain,Rioja,Larchago,3.6,25,11.02,2016
Red,Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château La Mission Haut-Brion,4.5,25,582.93,2016
Red,Jaspis Pinot Noir 2014,Germany,Baden,Ziereisen,3.9,25,44.85,2014
Red,Château de Haute-Serre Cuvée Prestige Géron Dadine 2015,France,Cahors,Georges Vigouroux,3.8,25,46.79,2015
Red,Costa Caoude Terrasses du Larzac 2013,France,Terrasses du Larzac,Mas Haut-Buis,3.8,25,22.5,2013
Red,Parzival 2015,Germany,Franken,Rudolf Fürst,3.9,25,20.61,2015
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,France,Saint-Émilion Grand Cru,Château Trotte Vieille,4.1,25,102.35,2017
Red,Groenekloof Shiraz 2017,South Africa,Groenekloof,Neil Ellis,3.8,25,10.9,2017
Red,Mourvèdre 2018,France,Pays d'Oc,Les Jamelles,4.2,25,5.65,2018
Red,Rasteau Les Argiles Bleues 2017,France,Rasteau,Domaine de Beaurenard,3.9,25,26.9,2017
Red,Bachgart Blauburgunder Riserva 2012,Italy,Südtirol - Alto Adige,Klaus Lentsch,4,25,29.9,2012
Red,Rosso 2018,Italy,Piemonte,Rocca di Passo,3.5,25,5.72,2018
Red,Monsordo Rosso 2017,Italy,Langhe,Ceretto,3.7,25,23.29,2017
Red,Volnay 2017,France,Volnay,Domaine Poulleau Père & Fils,3.9,25,38.8,2017
Red,Cepa x Cepa Garnacha 2018,Spain,Navarra,Bodegas Nekeas,3.8,25,6.99,2018
Red,Sciare di Est Nero d'Avola 2017,Italy,Terre Siciliane,Antichi Vinai,3.5,25,7.42,2017
Red,Cabernet Sauvignon Sicilia 2018,Italy,Terre Siciliane,Settesoli,3.3,25,5.79,2018
Red,Max VIII 150 Anos 2017,Chile,Aconcagua,Errazuriz,3.4,25,23.4,2017
Red,Estate Collection Regolo Rosso Veronese 2014,Italy,Rosso Veronese,Sartori,4,25,11.6,2014
Red,È Arte Primitivo 2018,Italy,Puglia,Torrevento,4,25,5.9,2018
Red,Gigondas 2015,France,Gigondas,Camille Cayran,4.1,25,19.75,2015
Red,Barbera del Monferrato 2015,Italy,Barbera del Monferrato,Luigi Tacchino,3.7,25,11.99,2015
Red,Rioja Reserva 2016,Spain,Rioja,Imperial,4.1,250,26.85,2016
Red,Châteauneuf-du-Pape (Tradition) Rouge 2016,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.1,250,39,2016
Red,Moli Cabernet Sauvignon 2015,Spain,Costers del Segre,Raimat,3.7,250,10,2015
Red,Governo Toscana 2016,Italy,Toscana,Poggio San Polo,3.7,250,9.7,2016
Red,Biography Shiraz 2017,South Africa,Overberg,Raka,4,250,16.6,2017
Red,San Giorgio Umbria Rosso 2006,Italy,Umbria,Lungarotti,3.9,250,19.35,2006
Red,Les Lanes Corbières Rouge 2017,France,Corbières,Famille Lignères - Château La Baronne,3.7,250,10.75,2017
Red,La Luna e i Falò Barbera d'Asti Superiore 2017,Italy,Barbera d'Asti,Vite Colte,4.1,250,11.6,2017
Red,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Casanova di Neri,4.3,250,44.52,2015
Red,Cabernet Sauvignon 2015,Argentina,Mendoza,Argento,3.4,251,8.69,2015
Red,Kékfrankos Balf 2017,Hungary,Sopron,Weninger,3.8,251,11.7,2017
Red,Haut-Médoc 2015,France,Haut-Médoc,Château Lamothe-Cissac,3.7,251,15.9,2015
Red,Pura Fe Carmenère 2016,Chile,Maipo Valley,Antiyal,3.8,251,16.95,2016
Red,La Mancha Reserva 2005,Spain,La Mancha,El Vínculo,3.7,251,16.95,2005
Red,Crianza Ribera del Duero 2014,Spain,Ribera del Duero,Viña Pedrosa,4,2518,24.7,2014
Red,Villa Antinori Rosso 2016,Italy,Toscana,Antinori,3.8,2519,13.69,2016
Red,Schneider Rätzelhaft 2015,Germany,Mosel,Fio,3.7,252,12.49,2015
Red,Gemei 2018,Italy,Verona,Ottella,3.8,252,9.5,2018
Red,Morgon Côte du Py - Javernières 2017,France,Morgon,Terres Dorées,3.7,252,19.9,2017
Red,Meio Queijo Douro Tinto 2018,Portugal,Douro,Churchill's,3.7,252,8.31,2018
Red,Max Reserva Blend 2014,Chile,Aconcagua Valley,Errazuriz,3.7,252,16.9,2014
Red,Cabernet Sauvignon 2017,France,Vin de France,Maison de La Villette,4,252,7.68,2017
Red,Quinta dos Murças Reserva Douro 2015,Portugal,Douro,Esporão,4.3,252,28.49,2015
Red,Selected Vines Cabernet Sauvignon (Barrancas Vineyards) 2014,Argentina,Mendoza,Pascual Toso,3.7,252,15.16,2014
Red,Guidalberto 2017,Italy,Toscana,Tenuta San Guido,4.1,2520,39,2017
Red,Bin 389 Cabernet - Shiraz 2013,Australia,South Australia,Penfolds,4.2,2524,84.09,2013
Red,Rivalta Red 2013,Chile,Cachapoal Valley,Santa Ema,4.3,253,41.9,2013
Red,Julian Madrid Reserva 2014,Spain,Rioja,Bodegas Casa Primicia,4,253,19.99,2014
Red,Altero Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Poggio Antico,4.3,253,66.99,2012
Red,Barolo Serralunga d'Alba 2014,Italy,Barolo,Fontanafredda,3.9,2532,29.05,2014
Red,Colheita Seleccionada Tinto 2018,Portugal,Alentejano,Herdade de São Miguel,3.9,2534,7.6,2018
Red,Terroir du Trias Bandol Rouge 2012,France,Bandol,Domaine de Terrebrune,4.1,254,42.9,2012
Red,Bardolino 2018,Italy,Bardolino,Cavalchina,3.7,254,7.98,2018
Red,ViBo Viñedo Centenario 2017,Chile,Colchagua Valley,Viu Manent,4,254,18.52,2017
Red,Saint-Émilion 2014,France,Saint-Émilion,Petit-Figeac,3.9,254,46.3,2014
Red,Dadá Art 8 2019,Argentina,San Juan,Bodega Finca Las Moras,3.3,254,7.3,2019
